Departamento,year,month,agg_ValorObservado
ATLANTICO,2007,9,81.47226173541964
ATLANTICO,2007,10,83.08835341365462
ATLANTICO,2007,12,80.36873156342183
ATLANTICO,2008,1,79.3937984496124
ATLANTICO,2008,2,79.29014598540147
ATLANTICO,2008,3,80.22413793103448
ATLANTICO,2008,4,79.8125
ATLANTICO,2008,6,82.43037974683544
ATLANTICO,2008,7,82.21605839416058
ATLANTICO,2008,8,82.14868804664724
ATLANTICO,2008,9,80.86714285714285
ATLANTICO,2008,10,82.73396998635744
ATLANTICO,2008,11,83.09457579972184
ATLANTICO,2008,12,77.5962910128388
ATLANTICO,2009,1,82.31520223152022
ATLANTICO,2009,2,80.60336906584992
ATLANTICO,2009,3,81.83384146341463
ATLANTICO,2009,4,83.07456140350877
ATLANTICO,2009,5,83.7034035656402
ATLANTICO,2009,6,71.24418604651163
ATLANTICO,2009,7,0.0
ATLANTICO,2009,8,0.0
ATLANTICO,2009,9,0.0
ATLANTICO,2009,10,0.0
ATLANTICO,2009,11,70.44345898004434
ATLANTICO,2009,12,79.82941176470588
ATLANTICO,2010,1,79.21890547263682
ATLANTICO,2010,2,81.11867364746946
ATLANTICO,2010,3,81.38552437223044
ATLANTICO,2010,4,82.96030534351145
